
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1 -1.691377E-15 -3.337100E-05  1.652572E-02
         2 -2.047762E-15 -1.992826E-15  3.132376E-02
         3 -3.337100E-05 -2.351107E-15  1.652572E-02
         4  1.424907E-05  1.424907E-05  1.627271E-02
         5 -1.723255E-16  3.875568E-16  1.629224E-02
         6  1.642403E-04  5.411327E-17  1.601978E-02
         7  0.000000E+00  0.000000E+00  0.000000E+00
         8  1.928160E-16  1.642403E-04  1.601978E-02
         9 -5.126511E-16 -1.642403E-04  1.601978E-02
        10  0.000000E+00  0.000000E+00  0.000000E+00
        11  1.424907E-05 -1.424907E-05  1.627271E-02
        12 -2.411222E-15  3.337100E-05  1.652572E-02
        13  3.337100E-05 -1.657021E-15  1.652572E-02
        14 -1.642403E-04  7.404228E-16  1.601978E-02
        15  0.000000E+00  0.000000E+00  0.000000E+00
        16 -1.424907E-05 -1.424907E-05  1.627271E-02
        17 -1.424907E-05  1.424907E-05  1.627271E-02
        18  0.000000E+00  0.000000E+00  0.000000E+00
        19 -1.737666E-15  4.903772E-05  1.606334E-02
        20 -1.771711E-15  6.830241E-07  1.659946E-02
        21 -1.790234E-15  2.889323E-05  1.597702E-02
        22 -1.842840E-15  2.231710E-05  1.683358E-02
        23 -1.863772E-15  4.857654E-05  1.566605E-02
        24 -1.906383E-15  1.134385E-06  1.750615E-02
        25 -1.947958E-15  1.750232E-04  1.467687E-02
        26 -1.988460E-15 -1.536558E-04  1.971399E-02
        27 -2.016487E-15  6.017698E-04  1.088937E-02
        28  6.017698E-04 -2.046983E-15  1.088937E-02
        29 -1.536558E-04 -2.072724E-15  1.971399E-02
        30  1.750232E-04 -2.111255E-15  1.467687E-02
        31  1.134385E-06 -2.149463E-15  1.750615E-02
        32  4.857654E-05 -2.178882E-15  1.566605E-02
        33  2.231710E-05 -2.219872E-15  1.683358E-02
        34  2.889323E-05 -2.259353E-15  1.597702E-02
        35  6.830241E-07 -2.284892E-15  1.659946E-02
        36  4.903772E-05 -2.327379E-15  1.606334E-02
        37 -1.717492E-05  6.561709E-06  1.634756E-02
        38  1.319609E-05  1.509860E-06  1.631155E-02
        39  1.755541E-05  8.829934E-06  1.626107E-02
        40  1.290398E-05  8.149675E-06  1.631715E-02
        41  1.400228E-05  1.017259E-05  1.626030E-02
        42  1.394530E-05  1.090485E-05  1.629863E-02
        43  1.190091E-05  1.103459E-05  1.625939E-02
        44  1.291028E-05  1.224270E-05  1.628360E-02
        45  1.139217E-05  1.094509E-05  1.625208E-02
        46  1.094509E-05  1.139217E-05  1.625208E-02
        47  1.224270E-05  1.291028E-05  1.628360E-02
        48  1.103459E-05  1.190091E-05  1.625939E-02
        49  1.090485E-05  1.394530E-05  1.629863E-02
        50  1.017259E-05  1.400228E-05  1.626030E-02
        51  8.149675E-06  1.290398E-05  1.631715E-02
        52  8.829934E-06  1.755541E-05  1.626107E-02
        53  1.509860E-06  1.319609E-05  1.631155E-02
        54  6.561709E-06 -1.717492E-05  1.634756E-02
        55 -1.275140E-16 -1.265909E-05  1.631935E-02
        56 -8.597936E-17  1.269220E-05  1.628591E-02
        57 -6.556478E-17 -4.509598E-05  1.632492E-02
        58 -1.428794E-17  8.980116E-06  1.627176E-02
        59 -4.060341E-18 -5.426054E-05  1.632176E-02
        60  3.728075E-17  1.283268E-05  1.624838E-02
        61  9.690730E-17 -6.004013E-05  1.631794E-02
        62  1.316333E-16  5.491548E-05  1.625919E-02
        63  1.494167E-16 -9.608507E-05  1.627495E-02
        64 -9.608507E-05  7.670467E-17  1.627495E-02
        65  5.491548E-05  1.094210E-16  1.625919E-02
        66 -6.004013E-05  1.496404E-16  1.631794E-02
        67  1.283268E-05  1.929476E-16  1.624838E-02
        68 -5.426054E-05  2.131090E-16  1.632176E-02
        69  8.980116E-06  2.514292E-16  1.627176E-02
        70 -4.509598E-05  2.932073E-16  1.632492E-02
        71  1.269220E-05  3.132106E-16  1.628591E-02
        72 -1.265909E-05  3.625568E-16  1.631935E-02
        73 -1.897074E-03 -9.584078E-04  2.154082E-02
        74  1.352833E-03  1.849026E-04  1.287193E-02
        75 -1.138453E-03 -3.081613E-04  1.792137E-02
        76  7.208454E-04  1.222773E-05  1.500852E-02
        77 -5.682872E-04 -1.031369E-04  1.700468E-02
        78  3.657943E-04 -2.624517E-05  1.568944E-02
        79 -3.026712E-04 -3.582196E-05  1.667609E-02
        80  2.108351E-04 -1.993301E-05  1.595164E-02
        81 -2.072564E-04 -6.763050E-06  1.656212E-02
        82 -6.763050E-06 -2.072564E-04  1.656212E-02
        83 -1.993301E-05  2.108351E-04  1.595164E-02
        84 -3.582196E-05 -3.026712E-04  1.667609E-02
        85 -2.624517E-05  3.657943E-04  1.568944E-02
        86 -1.031369E-04 -5.682872E-04  1.700468E-02
        87  1.222773E-05  7.208454E-04  1.500852E-02
        88 -3.081613E-04 -1.138453E-03  1.792137E-02
        89  1.849026E-04  1.352833E-03  1.287193E-02
        90 -9.584078E-04 -1.897074E-03  2.154082E-02
        91  1.495926E-06  1.495926E-06  1.626976E-02
